Protein A,Protein B,Publications
Q5T653,Q9BYD3,2
Q8WZ74,Q9Y3A3,2
P47897,Q15046,2
P46087,Q8IY81,2
P25786,Q9Y244,2
P49720,Q13200,2
Q13191,Q9Y5K6,2
O14929,Q92560,2
P24928,P29083,2
P33240,Q9UMX0,2
P53621,Q9UBF2,2
P31749,Q15257,2
P14678,Q15428,2
O95433,P49327,2
O75643,P62314,2
O94776,Q96ST3,2
P10412,Q13185,2
Q7Z7F7,Q9H2W6,2
P46778,P62249,2
Q6Y7W6,Q8TF46,2
O43290,P62318,2
P02545,P09651,2
Q9UQN3,Q9Y3E7,2
P33991,Q08945,2
P46109,Q07889,2
P62888,P63173,2
P61981,Q6PKG0,2
O00232,P25789,2
P06576,P30049,2
P10398,P15056,2
P55072,Q53EZ4,2
Q99459,Q9UQ35,2
P21333,P49286,2
P36578,P62266,2
P63167,Q13153,2
Q00610,Q9UM54,2
Q7L5N1,Q9P2K6,2
P21281,P38606,2
P62280,P62906,2
P09661,Q9UQ35,2
Q00839,Q14498,2
P28074,Q99460,2
P08238,Q9NRD1,2
P22314,P60604,2
Q12933,Q9H0I2,2
P78537,Q6QNY1,2
Q92917,Q99961,2
O95714,Q5SW79,2
P15880,P60520,2
P33176,P61981,2
O94921,Q8ND76,2
P61981,P84103,2
P30153,Q96E09,2
O00716,Q13263,2
P20936,Q14289,2
P27348,P49286,2
P34932,Q14249,2
P27635,P83731,2
Q53GT1,Q92905,2
P24928,Q00403,2
P13010,Q15554,2
P49674,Q6ZRV2,2
Q15555,Q15691,2
P60520,Q8WZA9,2
P49757,Q15311,2
P16220,Q6SA08,2
P40227,P78318,2
P12956,P52701,2
Q8N3F8,Q9H4M9,2
P28066,P62191,2
Q6P4R8,Q9Y265,2
P18124,P36578,2
P28065,P62195,2
P18124,P39023,2
Q96IY1,Q9Y2Z0,2
P40692,P52292,2
P11388,P35222,2
Q14145,Q9Y297,2
P62249,P62917,2
P15927,Q9BVW5,2
P04843,P45880,2
P62263,Q00839,2
P61981,Q15276,2
P07900,P21860,2
P62701,P62917,2
P57740,Q9HC62,2
P40939,Q9Y4K3,2
P27348,Q9P0K7,2
P48634,P62993,2
Q8IVL1,Q8WYH8,2
P15880,P61353,2
P61247,Q02543,2
P36873,Q8IZ21,2
O95758,Q15717,2
P37840,P68400,2
P49736,P62805,2
Q12840,Q9H0B6,2
Q16531,Q96JK2,2
P29084,P35269,2
Q04206,Q92785,2
O00567,P39023,2
P62277,Q00839,2
P68366,P68371,2
O14920,P21580,2
Q13309,Q93034,2
P25789,Q9UNM6,2
P35268,P62906,2
O75420,Q13322,2
P61313,P62277,2
P46527,P49427,2
O75376,Q96EB6,2
O95198,O95881,2
P61313,P62829,2
P11474,Q9Y6Q9,2
P51965,P98170,2
Q96B26,Q99547,2
O15294,Q96ST3,2
O15212,Q9NQP4,2
Q13177,Q14161,2
P12931,Q8IZL8,2
P05387,P62263,2
P07900,Q5SSJ5,2
Q13315,Q14683,2
O14893,Q8WXD5,2
Q9UHV9,Q9Y478,2
P62258,Q6R327,2
P19174,P43405,2
P24928,P40337,2
P78371,Q92526,2
P31749,P35222,2
O94888,Q9BQ90,2
P34932,Q9NV56,2
P05556,Q9Y490,2
P26641,Q9UQL6,2
Q13619,Q6PH85,2
Q06265,Q96B26,2
P28072,Q9Y244,2
P61981,Q86W92,2
P60842,Q15056,2
Q8N612,Q96HR9,2
Q86Y82,Q96AJ9,2
P11940,Q15365,2
P61964,Q9H7Z6,2
Q13418,Q3ZCQ8,2
P30044,P32119,2
P62993,Q96B97,2
Q13451,Q9UNF1,2
P04908,P09651,2
P61513,P62081,2
P06748,P62424,2
O76021,Q00839,2
O95816,P23258,2
P02545,Q9P0U3,2
Q00526,Q13309,2
P01137,P62942,2
P17535,Q92905,2
P18206,Q9BX66,2
O94782,Q9UM11,2
Q15796,Q8N2W9,2
P63261,Q9Y230,2
Q7L775,Q9BV19,2
P60484,Q9UM11,2
P22626,P68400,2
Q9BYD2,Q9NP92,2
Q96DV4,Q9BYD3,2
P46527,P62993,2
P19793,P24522,2
Q00839,Q12905,2
P06400,Q9UBU8,2
O95273,Q9NV31,2
P15408,Q8NHY2,2
O75182,Q8WUU5,2
P09651,P98179,2
P32856,Q15836,2
P50914,P62249,2
P55072,P67775,2
Q6UN15,Q9H0L4,2
P06400,Q9Y605,2
P42226,Q92793,2
P46783,P62913,2
O14867,P15336,2
P06746,P27695,2
O94888,Q9BZH6,2
P62241,Q9BYG3,2
Q13813,Q9UI08,2
O15212,Q9H6T3,2
Q13042,Q96DE5,2
P68104,Q12905,2
P14735,P48681,2
O15400,O43752,2
P27986,P61981,2
P40123,P63261,2
O95619,Q9GZN1,2
P07900,Q9H9G7,2
O15265,Q96ES7,2
P22695,P31930,2
Q13416,Q15554,2
P63167,P78406,2
P07900,Q08380,2
Q96EZ8,Q9Y230,2
Q9H0E9,Q9Y4A5,2
P23528,P32121,2
P35244,Q13472,2
P12931,Q99704,2
Q06265,Q99547,2
P62314,Q15428,2
P29353,P63104,2
P04183,Q15047,2
Q8WZ74,Q9P2B4,2
O14757,P08238,2
O43741,P15976,2
Q06124,Q07889,2
P09651,P63104,2
P67809,Q9NZB2,2
Q13618,Q8IXQ5,2
P45985,Q16539,2
Q8N3U4,Q9NTI5,2
Q6P1J9,Q92541,2
P07910,Q99728,2
P07900,P43034,2
O00268,Q15542,2
O15151,P51668,2
P22830,P62714,2
P35658,Q9UN86,2
P36871,Q96G03,2
P15498,Q15910,2
P36873,Q8NI77,2
O60934,Q15554,2
O75175,Q8NDV7,2
P67809,Q14103,2
P13929,P14618,2
Q13616,Q6PH85,2
Q8IXW5,Q9UHW5,2
P68431,Q9NPI1,2
Q8TAP6,Q9Y467,2
P62136,Q13547,2
Q00535,Q99832,2
O14980,Q9H9H4,2
Q7Z5Q5,Q9BXW9,2
O43143,Q9UBU9,2
P62280,P62829,2
P31947,Q6ICG6,2
Q09666,Q14103,2
P31946,Q9UKV3,2
Q08945,Q96A08,2
Q12962,Q9UPT9,2
Q13618,Q6PH85,2
O43143,P22087,2
P19838,Q15788,2
P49368,Q00535,2
O75791,P22681,2
Q9NPD3,Q9Y2L1,2
O75643,P09661,2
O75323,Q9BPW8,2
P08865,P62753,2
P28074,Q16401,2
O94855,P53992,2
P50914,P63173,2
Q7L5Y9,Q96S59,2
P62873,P63092,2
Q16891,Q9P0L0,2
P08559,P09622,2
O14929,Q9NVP2,2
P08865,P62269,2
Q9NYK5,Q9P015,2
P15927,Q13535,2
O00571,O15371,2
Q8TBE0,Q9BRK4,2
P54105,Q9NY12,2
P46531,Q00987,2
P25205,Q14145,2
P49023,Q14247,2
P10644,P35250,2
P68431,Q15910,2
P51665,Q86UP2,2
P48643,P50991,2
P60484,Q99497,2
P62258,Q6ICG6,2
P51965,Q9UI26,2
P04114,Q96CS3,2
Q13547,Q16204,2
P14373,Q9UJX2,2
P46777,P62753,2
Q93034,Q9Y2U9,2
P35222,P49773,2
O43678,O75380,2
P09651,Q9BZE1,2
P13995,Q9UJ70,2
Q13363,Q92766,2
O43143,Q96I25,2
O14647,Q8WV44,2
O43617,Q8IUR0,2
Q13148,Q13501,2
O75665,Q1MSJ5,2
Q10570,Q9C0J8,2
P15289,Q15645,2
P22314,Q9Y385,2
Q08AM6,Q9Y2I7,2
P31150,Q9H0U4,2
P61020,Q9HCE1,2
O43681,P46379,2
P18206,P35221,2
P61964,Q9Y5Z7,2
O00220,O14763,2
P23921,Q7LG56,2
O43318,P45985,2
P35579,P35580,2
P61970,Q9UBU9,2
O15265,Q16514,2
P30044,Q06830,2
P23396,P40337,2
P32121,P45984,2
Q14145,Q8IUH3,2
Q9BRK4,Q9P0T4,2
P12956,Q09472,2
P35268,P62888,2
O75528,Q9NS73,2
Q13098,Q13620,2
P51965,Q9UNE7,2
Q96QZ7,Q9Y4G8,2
Q13618,Q93034,2
O14974,Q6WCQ1,2
O43924,P36405,2
O14641,Q9NYF0,2
P61313,Q9Y3U8,2
P36873,Q69YH5,2
P46778,P62753,2
O75528,Q12962,2
P30050,P62917,2
O15160,P52434,2
Q9NRF8,Q9NZD8,2
Q969H0,Q9Y2X0,2
P11021,Q9H173,2
Q15428,Q6P2Q9,2
P06748,P43686,2
Q14232,Q9NR50,2
P84095,Q86UP2,2
P22415,Q9HCK8,2
P62701,Q02878,2
O43172,O75643,2
O14980,Q9BZL6,2
O75477,Q9UKV5,2
Q99816,Q9BUJ2,2
P63104,Q96B36,2
P42858,P55345,2
Q13485,Q9Y4E8,2
O96019,Q6PI98,2
P51149,P62820,2
Q16594,Q7Z7C8,2
P32121,Q14247,2
Q0PNE2,Q8TE02,2
P50914,Q9Y3U8,2
P31946,Q9H4L5,2
Q06609,Q96B01,2
P02545,Q9Y2U8,2
Q8TAQ2,Q9P2D1,2
P62829,P83731,2
Q14676,Q9UJX3,2
P11387,Q9BX70,2
Q9P000,Q9UBI1,2
Q7L5N1,Q8NHY2,2
P28072,P62195,2
Q8TDX7,Q9HC98,2
P54725,Q9UMX0,2
Q96CW1,Q9UBC2,2
Q86US8,Q92900,2
O75530,Q9H9B1,2
P62917,Q9UNX3,2
P17980,P37840,2
P61513,P62906,2
P33992,Q08945,2
P42229,Q06124,2
P42677,P62269,2
P08865,P35268,2
P53350,Q12834,2
Q13444,Q9Y5X1,2
Q6ZVM7,Q9H0E2,2
P11388,Q92905,2
Q15291,Q6UXN9,2
P42766,P46776,2
Q00526,Q00535,2
Q92830,Q96EB6,2
O75865,Q96QF0,2
P15336,Q09472,2
Q9NPA8,Q9UPT9,2
P00519,P05412,2
P61313,P62913,2
P19838,P40763,2
P42677,P62249,2
P61024,Q13616,2
P36543,Q9Y5K8,2
P53350,Q9NR09,2
P30050,P36578,2
P13984,P62487,2
O15211,P61224,2
P46777,P46781,2
Q09472,Q9UK99,2
O00267,P30876,2
P62081,Q9Y2X3,2
Q9BZV1,Q9H867,2
P18124,P39019,2
P42677,P62263,2
P16104,P62158,2
P42566,Q0JRZ9,2
P42224,Q13263,2
P47755,Q9Y4B5,2
P51668,Q13064,2
P09661,Q8WWY3,2
P00747,P08697,2
P62753,P62888,2
P11940,Q14106,2
P26373,P62913,2
P30084,P63104,2
Q92922,Q9NZC7,2
Q9Y4A5,Q9Y4R8,2
P33993,Q9NS73,2
P09874,Q8N2W9,2
P50914,P62906,2
Q9GZT9,Q9UGP4,2
Q13619,Q9NSI6,2
P68104,Q9Y230,2
O15116,O43395,2
P61088,Q9C035,2
P20339,Q01968,2
P25789,P62191,2
P24390,Q8N6T3,2
O14777,Q96BD8,2
P22415,Q9Y4A5,2
P49815,P62158,2
Q9GZQ3,Q9Y6G5,2
Q9BW85,Q9UMS4,2
O00506,Q9BRV8,2
P05412,Q13469,2
P38159,P62995,2
P35659,P68431,2
Q8WWW0,Q9UMX0,2
Q15393,Q9UQ35,2
Q96GC5,Q9BYD2,2
O95602,P17480,2
P27348,Q8NHG8,2
O43242,Q16401,2
P50552,Q9UI08,2
Q15459,Q9NZC7,2
P82673,P82675,2
P25398,P62913,2
P31946,Q99683,2
O14732,P29218,2
P00558,P27348,2
P14373,Q6NYC8,2
P27987,Q08379,2
P09651,P42704,2
Q96EB6,Q9H7Z6,2
O95292,Q9BXB5,2
P84022,Q15797,2
Q969R8,Q9Y664,2
P41252,P54136,2
P46778,Q02543,2
P23396,P26373,2
P01112,Q9UQ13,2
P05386,P30050,2
P06753,P07900,2
P39019,P63173,2
O76041,Q15942,2
P21980,P51178,2
Q13627,Q9BRK4,2
O94906,Q15029,2
O43524,Q13485,2
P01116,P62158,2
P22087,Q08J23,2
P38919,Q9Y2W1,2
P46782,P62269,2
P49736,Q9Y294,2
O75164,Q13616,2
O60216,P04114,2
P09651,Q13151,2
Q15717,Q96CS3,2
P08047,P23511,2
O14974,P61586,2
P61513,P62913,2
Q15334,Q8WVZ9,2
P62899,Q02878,2
P07814,P08243,2
O95155,Q9UMX0,2
O60244,Q96G25,2
P22626,P62993,2
P11142,P54652,2
P08575,P09382,2
P50914,P62854,2
P09874,Q14191,2
Q8WXA9,Q96SB4,2
Q9UHV7,Q9Y2X0,2
Q13185,Q9H2P0,2
P23246,Q9NZC7,2
O95402,Q6P2C8,2
P51668,Q06587,2
P07900,P08047,2
P08865,P62906,2
P05388,P83731,2
Q15393,Q8WWY3,2
Q12962,Q8WTS6,2
O14733,Q9Y2U5,2
Q13064,Q9H0I2,2
P46782,P61313,2
P62081,P62854,2
P21333,P35579,2
P62857,P63220,2
P62269,P62277,2
P36578,P62244,2
Q99832,Q9BUR4,2
O00148,Q15554,2
Q96A35,Q9BYD2,2
Q8TD31,Q96EV8,2
Q96EB6,Q9Y4H2,2
P17612,P24588,2
O95619,Q9UBU8,2
O96007,Q15831,1
P40123,P78330,1
Q8WX93,Q9HAV7,1
P00519,Q16531,1
P46934,Q9HAU4,1
P39023,P57059,1
P43487,Q9UBN6,1
P61604,Q9H0R8,1
P53396,Q86VP6,1
O15446,Q9Y2S0,1
P46531,Q9UPN7,1
P42677,P61353,1
P0CG39,Q04206,1
P60981,Q13630,1
Q00325,Q15257,1
O15479,Q02543,1
P42330,Q5T3J3,1
Q14197,Q9NPE2,1
O15400,Q86Y82,1
P49902,Q70IA8,1
P38432,Q674X7,1
Q15291,Q71U36,1
P12081,Q96M27,1
O15213,P05412,1
Q9H2C0,Q9NYK5,1
P78362,Q96T58,1
P02751,Q9UBB4,1
P11940,Q14240,1
P35268,Q969P0,1
Q16854,Q9H2X9,1
P19484,P27348,1
Q96BZ8,Q9BYV2,1
Q15274,Q8IU81,1
P40763,Q9Y5S9,1
O43524,Q9NTG7,1
P60709,Q9HCK5,1
Q04323,Q9Y3C8,1
Q13618,Q9BRQ4,1
Q13586,Q8TCB7,1
P49736,Q99714,1
P48556,Q5VYK3,1
Q13868,Q76L83,1
P10809,Q9C0C7,1
P11142,P13473,1
P02545,Q14676,1
Q96C86,Q96T60,1
O94842,Q6UXN9,1
P19438,P42224,1
Q8WYQ5,Q92734,1
Q00839,Q9UL18,1
P08047,Q12756,1
O15379,P43356,1
O14832,O75674,1
O95684,Q6WKZ4,1
P50213,Q96P70,1
P24666,P37837,1
P04792,P31040,1
P09429,Q969G3,1
P13612,Q9P2J5,1
P40429,P42766,1
O43290,P46531,1
Q8N9N2,Q96Q83,1
Q15637,Q9BUQ8,1
Q2TBE0,Q9BRX9,1
P19838,Q9BZ67,1
P10588,P83916,1
Q06609,Q9NTI5,1
Q13501,Q9NUJ1,1
P05412,P62857,1
P52292,Q92844,1
O95573,Q9UPN7,1
Q8TDD1,Q9GZL7,1
P68400,Q6ZW49,1
Q9H2Y7,Q9UBU9,1
O94972,P32969,1
O15067,P40337,1
Q04864,Q63HN8,1
P62136,Q5VT52,1
P05412,Q9BVG4,1
P14625,P22695,1
Q9NYB0,Q9Y3A5,1
P05386,Q9H0R8,1
P19438,P61586,1
P62993,Q06830,1
P32314,P48556,1
P84022,Q96QU8,1
P60520,Q9NS23,1
Q13905,Q9NS73,1
P11940,Q9H2C0,1
P00338,Q6P587,1
O14757,P06493,1
Q9H410,Q9Y5B0,1
P54727,Q9UM54,1
Q6P158,Q92905,1
Q08211,Q9NRD1,1
P52789,Q9GZS3,1
O00754,Q9Y383,1
Q05655,Q5VV67,1
P23919,Q9HCE1,1
P62136,Q96MX6,1
P13612,Q5SRE5,1
P62805,Q93034,1
O14656,O14657,1
O75044,Q9NV70,1
P09874,Q5U5Q3,1
O14980,P08865,1
Q13043,Q5VYV7,1
O43684,P49736,1
Q8NE71,Q8WX92,1
Q08211,Q9HCE1,1
P12956,P62993,1
Q03001,Q13951,1
P11279,Q9NVU7,1
Q15149,Q15714,1
P11474,Q9H7Z6,1
P46777,P61254,1
O60884,Q9Y266,1
P60520,Q9Y383,1
O14686,Q13573,1
O43149,P26447,1
P68366,Q13573,1
O75317,Q9BQA1,1
P49411,Q9H0U6,1
O95817,Q8WUM4,1
O75147,Q9UJV9,1
P35520,Q9UJU6,1
Q9NV66,Q9Y3D0,1
P61978,Q86VP6,1
P08047,P63261,1
P08240,Q8TEL6,1
P04049,P50990,1
P26038,P42765,1
P11021,Q13177,1
P28370,Q8NFD5,1
P11277,P13591,1
P06748,P22059,1
Q14CX7,Q9HB71,1
P18077,P27635,1
Q9HCS7,Q9UJV9,1
Q15293,Q6ZVM7,1
P11177,P16298,1
Q12931,Q9NZJ6,1
P49006,Q504Q3,1
Q5UIP0,Q9Y294,1
P48163,Q9Y2Q3,1
Q9UBQ5,Q9Y478,1
P00491,Q9Y296,1
O14744,Q13485,1
Q8IXQ5,Q8NFC6,1
Q9BYD1,Q9HCE1,1
Q8IUR7,Q9BYD3,1
O14980,Q7Z309,1
P31942,Q14103,1
Q13615,Q8NI27,1
O75369,P19174,1
P01116,P09417,1
P12429,Q13432,1
O00541,Q5JTH9,1
P53365,Q13596,1
P13473,Q09028,1
P54577,Q9Y4K3,1
P09651,P47897,1
O14964,Q9NRR5,1
Q13153,Q96B97,1
Q92830,Q9NZJ0,1
Q13547,Q13620,1
Q9BYJ9,Q9UKV8,1
P18077,P62753,1
O60493,P62993,1
Q9BQ67,Q9H211,1
O94915,P61981,1
P86790,Q3SY56,1
Q6PKG0,Q99496,1
P62330,Q9HB71,1
O15069,P40763,1
P29692,P56537,1
O75051,Q9P2H3,1
Q9BZE9,Q9Y6A5,1
O15355,P02545,1
Q15645,Q96L50,1
Q6P1J9,Q9UQ35,1
P11142,P51991,1
P09417,Q13618,1
P05455,Q15717,1
O00628,Q96LA8,1
O00541,Q13610,1
P07900,Q13045,1
P46926,P54725,1
Q04637,Q13636,1
Q96EB6,Q9C0F1,1
Q9UKE5,Q9Y617,1
P78362,Q8IWW6,1
P22087,Q9BZE4,1
Q96RL1,Q9UN86,1
P00403,P24539,1
P19174,P20810,1
P06733,Q9BQ90,1
Q13490,Q9P0P0,1
Q5D1E8,Q9Y4K3,1
O15446,Q15653,1
P07437,P11441,1
Q99575,Q9BPW8,1
Q12769,Q13618,1
O15382,P61960,1
P17980,Q92888,1
P23258,Q6R327,1
O60921,P63104,1
Q9NQC3,Q9UBQ7,1
P15927,Q14683,1
P33991,Q9NVP2,1
Q9HCE1,Q9Y3B7,1
Q9BYD3,Q9NYY8,1
P11441,P15880,1
O75533,Q14157,1
P38606,Q9BTM9,1
Q05519,Q9Y3B4,1
Q96S59,Q9NRI5,1
O75582,P68431,1
P45974,Q9UNE7,1
P45983,Q14653,1
O43493,Q96CW1,1
O00541,Q9NQ48,1
Q13107,Q9Y3D0,1
Q13618,Q9BRJ2,1
Q12933,Q9Y4K4,1
P49427,Q9UBQ5,1
Q02878,Q6ZN17,1
P41208,Q53GS9,1
P35244,Q8WXX5,1
P62829,Q13618,1
O75530,P18124,1
P00403,P05412,1
O43683,Q02224,1
Q96C86,Q9BRX5,1
O75530,P62913,1
Q14008,Q9Y679,1
P22694,P61158,1
P25054,Q05397,1
P36897,P46531,1
P11766,Q13547,1
Q09161,Q93034,1
P35579,P61160,1
P46777,P55769,1
P09234,Q86VP6,1
O75533,Q5BKZ1,1
P23258,Q8IY67,1
Q14C86,Q15459,1
P31939,Q96JH8,1
O75528,Q9Y6J9,1
P46783,P60228,1
Q05513,Q96A00,1
O60264,Q15532,1
P49721,P51531,1
O00459,P55072,1
P0C1Z6,P28370,1
P50990,Q08380,1
O75147,Q9BXP5,1
P84022,Q96ST3,1
P04083,Q14203,1
O43318,Q9BZR9,1
O15066,P20339,1
O00255,Q96ST3,1
P22234,P63146,1
P54727,Q8TAT6,1
Q16763,Q9C0B7,1
P17706,P40763,1
Q9BRJ2,Q9P015,1
P26368,Q86VP6,1
O00159,O14976,1
P60953,Q8NF91,1
Q15417,Q9H1Y0,1
P13639,P46777,1
Q13423,Q14318,1
O75354,P49841,1
Q92930,Q9H0U4,1
O95373,P63104,1
Q69YN4,Q8NI27,1
O43707,Q99816,1
O43639,Q9BX66,1
P15311,Q9UKN8,1
O43752,P54920,1
O75530,Q16630,1
P34897,P38646,1
Q13049,Q9UI14,1
P50402,Q08211,1
O60832,Q9BVP2,1
O95602,Q9BUI4,1
O43379,Q9H0I2,1
Q8WVJ2,Q9UGK8,1
P09110,Q9Y3A5,1
P00441,P78406,1
Q9UIQ6,Q9Y613,1
P32121,Q9Y657,1
O15156,Q96C24,1
Q02556,Q13105,1
O14980,P29353,1
P36578,Q13619,1
Q92830,Q9UQR1,1
P63151,Q9NXG2,1
P10244,Q969Q6,1
Q14684,Q96BK5,1
P84022,Q12955,1
Q8IXQ5,Q9UKX7,1
O00267,P61978,1
P06576,P61981,1
O14593,Q9UBU9,1
P61201,Q9H1E3,1
O95466,P53618,1
Q13243,Q9UJV9,1
Q8TEH3,Q9UHB6,1
P51948,Q5T3J3,1
O43172,P17987,1
O00267,Q9HCE1,1
P07195,P42785,1
P23528,P62987,1
O95714,Q9NXC5,1
O96017,P22234,1
P55884,Q92900,1
P49406,Q13084,1
P61244,Q8IV63,1
P51965,Q8WVC0,1
O43395,O95400,1
Q15468,Q9Y217,1
P16383,Q9UBB9,1
O43823,Q99417,1
P48443,Q9Y618,1
P13612,P14618,1
P42858,P49458,1
P35268,Q9H967,1
O15126,Q9HCE1,1
P12956,Q92905,1
P19388,Q9Y2S0,1
P04792,P05783,1
P41252,Q9UQL6,1
P26640,P29353,1
Q9NS69,Q9UHA4,1
P21796,Q14643,1
P07858,Q96B97,1
P04181,Q9NRD1,1
O75530,O94906,1
O95551,P28908,1
P06576,Q13418,1
P27695,Q8N6M0,1
P61254,P68431,1
O43242,P28065,1
P33176,Q5MIZ7,1
O15042,Q86XP3,1
Q6Y7W6,Q9UHI6,1
O95817,Q9BV57,1
O14980,Q8WVD3,1
P68402,Q9UKV3,1
Q13905,Q9HCE1,1
P61221,Q12792,1
Q06609,Q9NP66,1
O43765,P23284,1
P52788,Q8WVJ2,1
O95782,P15927,1
P14923,Q9NZC7,1
P56962,Q9UEU0,1
Q15046,Q9NXH9,1
P49721,Q9Y4K3,1
Q99832,Q9UBS0,1
P14324,P61221,1
P09211,Q96FW1,1
P22314,Q9BXL5,1
P78406,Q9Y6A5,1
Q14166,Q8IY92,1
Q92466,Q9H9Q2,1
O14980,P10398,1
Q8N4J0,Q9NZJ0,1
Q14696,Q15084,1
O95819,Q7Z7A1,1
Q14197,Q8NC60,1
Q15154,Q9BRX9,1
Q00839,Q4U2R6,1
P41223,Q96ES7,1
P52298,Q04637,1
Q4VC05,Q92784,1
Q05586,Q12879,1
P46777,Q7Z6Z7,1
P85037,Q9BQ90,1
Q16719,Q9Y6Y8,1
P52597,P83876,1
P62241,Q9BYD2,1
P08238,Q9BUB5,1
P22314,Q9Y490,1
O95831,Q63ZY3,1
P04899,Q6NUQ1,1
P35222,Q9BRQ0,1
O14730,Q92851,1
Q00839,Q9Y399,1
P32321,Q9GZT8,1
P24928,P33981,1
O95758,Q9UPN9,1
Q99613,Q9P015,1
P02751,P40227,1
O95835,Q6P0Q8,1
P33993,P49918,1
O14579,P49755,1
A0MZ66,P49327,1
Q15459,Q99496,1
O95104,O95292,1
O60341,Q13123,1
P27348,P51572,1
P61981,Q4FZB7,1
Q15831,Q9UJU2,1
O00716,Q14980,1
Q8N196,Q99504,1
P62753,Q9H2C0,1
P61221,Q14980,1
P37268,Q969S8,1
Q14847,Q9NVR5,1
P53634,Q9H0D6,1
P28799,Q9P2P5,1
O14936,P11171,1
Q9BRX9,Q9NV06,1
P55036,Q13155,1
P36871,Q6YP21,1
Q13617,Q9H4B7,1
P63104,Q92576,1
Q05655,Q6VN20,1
Q5VYK3,Q8NHP8,1
Q09019,Q99598,1
P04899,Q15654,1
P15880,Q96GA3,1
P04792,Q9BS16,1
Q16543,Q9HCD5,1
O75530,Q6P2Q9,1
O15127,Q00765,1
Q6ZU80,Q9C0F1,1
P45973,P61221,1
P06493,Q9H0H5,1
P40227,P84077,1
P04792,Q9UQ35,1
P07814,P22314,1
Q09666,Q9NUX5,1
Q09472,Q96PK6,1
P35573,Q9UKG1,1
Q13111,Q15233,1
Q8IXZ2,Q9Y4C8,1
P62917,Q9UBS0,1
O15014,P63167,1
P42858,Q02241,1
Q92785,Q9NVP1,1
Q9GZT4,Q9NRI5,1
Q04637,Q9C0C2,1
O14980,Q9UQN3,1
P51668,Q9P2E3,1
P78362,Q15652,1
P29353,Q9Y230,1
P63104,Q9H4B7,1
P54727,Q9Y6A5,1
Q13895,Q92905,1
Q9H0S4,Q9UKV8,1
P00338,P35998,1
O95376,Q9BVJ6,1
Q13309,Q8N3Y1,1
Q01664,Q96B26,1
P11413,P63104,1
Q12849,Q9HC36,1
O75528,Q96MH2,1
P40227,Q9UBS0,1
P34897,P52655,1
P06737,P07954,1
O75153,Q6P587,1
P18077,P30050,1
Q96GQ7,Q9UGY1,1
Q15654,Q9C0B0,1
P23025,P24928,1
Q96CS3,Q9H7D7,1
P68402,Q07352,1
O00159,Q7Z4V5,1
P78537,Q8TDH9,1
Q9BZV1,Q9NYU2,1
O00425,Q12905,1
P31947,P68133,1
Q13643,Q96E09,1
P08579,P62158,1
P02768,Q562F6,1
P49257,P49411,1
P04183,Q09028,1
Q86X55,Q969G3,1
P06493,Q9UIV1,1
Q96CW5,Q9Y3D9,1
P02751,Q14566,1
P62314,Q13435,1
Q9BZE4,Q9GZR7,1
P11021,Q13233,1
P04150,Q00610,1
O14579,O95817,1
Q13123,Q9BQG0,1
Q07866,Q15654,1
P09651,P35269,1
P42684,Q99704,1
P61353,Q9UKV8,1
O43865,P15374,1
O94905,P16615,1
Q96JC1,Q9P2Y5,1
P49736,P61221,1
P53701,Q14207,1
P36873,Q16555,1
P23258,Q08380,1
Q15750,Q9UIC8,1
P50914,Q99558,1
P47897,P61353,1
Q9BV57,Q9NP61,1
O14980,O95758,1
Q96JH7,Q9Y297,1
P05412,P61081,1
O60832,Q15185,1
O75506,Q8TD31,1
Q15637,Q6P1M3,1
Q9BWD1,Q9NQP4,1
P62266,Q14152,1
O00571,Q99459,1
P49736,Q15058,1
Q92794,Q9UPQ9,1
P42858,P54578,1
Q96E29,Q9HAU5,1
P20042,Q5T9A4,1
Q7Z6Z7,Q9H814,1
O95714,P54277,1
P20073,Q99497,1
P46108,Q13023,1
Q9UDY4,Q9Y4P8,1
P15336,P56524,1
P21281,Q9P0L0,1
P61160,Q15468,1
P00338,Q15102,1
P62258,Q14978,1
P40937,Q5T3J3,1
P57075,Q04864,1
Q15818,Q9NQR4,1
P23246,Q07666,1
P07948,Q14511,1
P48643,Q9UBS0,1
O43379,P63104,1
P06401,Q15596,1
Q92793,Q96RS0,1
P05412,Q92797,1
P12268,Q9NX46,1
P21860,P31942,1
P07948,Q92835,1
Q6ZU80,Q9BYJ9,1
O60701,P41250,1
P14866,Q15637,1
Q8N1F7,Q9Y4G6,1
P05412,P18124,1
O43818,Q9NV31,1
P17858,Q99598,1
Q9BTM9,Q9Y6Y8,1
O14980,O75323,1
P09972,P34897,1
O75083,P61457,1
P15880,Q9NUL3,1
Q99496,Q9Y383,1
P15924,Q15653,1
P61981,Q13164,1
P51784,Q5T9A4,1
Q12972,Q9BQA1,1
P21796,Q9BZ23,1
P46108,P68104,1
P62328,Q5UIP0,1
P10599,P63104,1
Q13283,Q9BRJ2,1
Q00839,Q9BV38,1
Q9H1A4,Q9UPP1,1
Q12905,Q9BUJ2,1
O43633,Q13541,1
O95758,Q7Z333,1
Q8IY81,Q96PK6,1
P06400,Q6NUQ1,1
P58546,Q8N0Z3,1
Q01780,Q96CU9,1
Q05655,Q9UPN3,1
Q07352,Q92754,1
O15067,P98170,1
P42766,P46781,1
O75044,P30153,1
Q9UER7,Q9UIG0,1
Q5VZ18,Q9H3H1,1
P18615,Q8TAF3,1
