Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
ARL3,0.9999,1.0253,0.8988,0.8376,0.8422,0.5916,0.362,0.3141,0.0864,0.0629,0.0
ARL5A,0.9999,1.0517,1.1307,1.0289,0.7915,0.6481,0.1778,0.0382,0.0321,0.0042,0.0
ARL5B,0.9999,0.8855,0.7652,0.4184,0.2018,0.0841,0.0305,0.018,0.0055,0.0115,0.0
ARMC1,0.9999,0.8831,0.8014,0.7088,0.3811,0.0649,0.0324,0.0268,0.0212,0.0131,0.0
ARMC6,0.9999,0.7215,0.1437,0.0332,0.0229,0.0152,0.0097,0.0106,0.0045,0.0053,0.0
ARMC8,0.9999,0.9274,0.883,0.7088,0.586,0.2024,0.0796,0.034,0.0273,0.0118,0.0
ARMCX3,0.9999,1.2483,1.0187,0.5548,0.2927,0.1988,0.2227,0.1288,0.124,0.0215,0.0
ARNT,0.9999,0.9496,0.7629,0.5522,0.2849,0.1123,0.0163,0.0026,0.0076,0.0064,0.0
ARPC1A,0.9999,0.9503,1.0366,1.0885,0.999,0.755,0.6326,0.5049,0.3263,0.0663,0.0
ARPC1B,0.9999,0.9878,0.9867,1.0409,0.8123,0.6321,0.3985,0.3166,0.1113,0.0243,0.0
ARPC2,0.9999,0.9796,0.9754,1.1213,1.0244,0.7846,0.5279,0.3668,0.1315,0.024,0.0
ARPC3,0.9999,1.0349,0.9615,1.1377,1.0326,0.8263,0.5163,0.2971,0.0889,0.0279,0.0
ARPC5,0.9999,0.9404,0.8456,0.8139,0.704,0.5869,0.4244,0.3397,0.2031,0.0639,0.0
ARRB1,0.9999,0.995,1.0083,1.056,0.9297,0.7788,0.4178,0.1021,0.0376,0.014,0.0
ARRDC1,0.9999,1.0066,1.0388,0.9209,0.8256,0.4571,0.2975,0.2263,0.0584,0.0245,0.0
ARSA,0.9999,0.9659,0.9485,0.8639,0.8059,0.5725,0.4142,0.3434,0.3128,0.2137,0.0
ASAH1,0.9999,1.032,0.9956,0.9505,0.9399,0.6988,0.6504,0.6009,0.637,0.6689,0.0
ASAP1,0.9999,1.0366,0.9964,0.7834,0.3221,0.131,0.074,0.0827,0.0558,0.0453,0.0
ASAP3,0.9999,0.8649,0.4609,0.1426,0.0826,0.0658,0.0449,0.0402,0.019,0.0158,0.0
ASCC1,0.9999,0.9796,0.9853,1.033,0.7501,0.0815,0.0552,0.0426,0.0168,0.0097,0.0
ASH2L,0.9999,0.9551,0.9284,0.8904,0.4325,0.1234,0.0399,0.0305,0.0281,0.0168,0.0
ASL,0.9999,0.9394,0.9342,1.0323,1.0071,0.8393,0.6565,0.2496,0.0403,0.0176,0.0
ASMTL,0.9999,1.1046,1.0124,0.7865,0.2998,0.0608,0.0361,0.0261,0.0199,0.007,0.0
ASNA1,0.9999,0.9089,0.8777,0.8891,0.876,0.7019,0.4821,0.4034,0.1298,0.0532,0.0
ASNS,0.9999,0.941,0.9527,1.0421,0.9442,0.7569,0.41,0.08,0.037,0.0203,0.0
ASNSD1,0.9999,0.7901,0.413,0.0487,0.0337,0.0047,0.0195,0.0002,0.0113,0.0048,0.0
ASPSCR1,0.9999,0.9139,0.8651,0.7975,0.6142,0.2352,0.0985,0.0758,0.0453,0.0297,0.0
ASS1,0.9999,0.9675,0.912,1.0332,0.9472,0.3916,0.1192,0.0953,0.0403,0.0201,0.0
ASUN,0.9999,1.0893,0.9407,0.871,0.3994,0.1162,0.0698,0.0676,0.0296,0.0184,0.0
ATE1,0.9999,1.0135,0.8933,0.9829,0.9521,0.4105,0.107,0.0672,0.0437,0.0332,0.0
ATF7IP,0.9999,0.9475,0.8397,0.4186,0.157,0.0882,0.0858,0.0708,0.0594,0.041,0.0
ATG101,0.9999,0.9226,0.7356,0.5448,0.4934,0.3126,0.3123,0.2043,0.1868,0.2639,0.0
ATG12,0.9999,0.8573,0.7279,0.6756,0.5564,0.4069,0.0909,0.0048,0.0004,0.0023,0.0
ATG13,0.9999,0.8847,0.8628,0.7083,0.5971,0.3915,0.3147,0.2741,0.1985,0.2167,0.0
ATG16L1,0.9999,0.8289,0.8504,0.8512,0.8367,0.5841,0.2319,0.1005,0.0668,0.0364,0.0
ATG2A,0.9999,0.9705,0.9822,0.7924,0.6701,0.4475,0.231,0.093,0.0405,0.0215,0.0
ATG2B,0.9999,0.9302,0.8548,0.7714,0.7099,0.5523,0.3266,0.1608,0.0664,0.0417,0.0
ATG3,0.9999,0.9542,0.9893,0.9841,0.9654,0.63,0.3831,0.2126,0.0643,0.0241,0.0
ATG4A,0.9999,0.9854,0.9982,0.4305,0.0134,0.0041,0.0022,0.0053,0.0051,0.0097,0.0
ATG4B,0.9999,0.968,0.9566,0.6817,0.1561,0.0837,0.0582,0.0522,0.0384,0.0216,0.0
ATG4C,0.9999,0.9893,0.9489,0.7682,0.3125,0.0757,0.0651,0.0586,0.0496,0.0373,0.0
ATG5,0.9999,0.7805,0.6851,0.6368,0.5395,0.3784,0.1012,0.0353,0.019,0.0163,0.0
ATG7,0.9999,1.0032,0.993,0.9828,0.6312,0.1528,0.0558,0.0441,0.035,0.0182,0.0
ATHL1,0.9999,0.9865,0.9848,0.8566,0.6944,0.5121,0.2882,0.2023,0.1015,0.0346,0.0
ATIC,0.9999,0.9509,0.9521,0.9611,0.9032,0.7503,0.54,0.268,0.0609,0.0306,0.0
ATL2,0.9999,0.9751,1.0161,0.8835,0.9348,0.2094,0.032,0.0418,0.0292,0.0222,0.0
ATN1,0.9999,0.8992,0.8284,0.6489,0.6497,0.4701,0.3705,0.3558,0.3311,0.3065,0.0
ATOX1,0.9999,1.0692,1.1047,1.2644,1.3806,1.0084,1.101,0.8475,0.4229,0.6051,0.0
ATP1A1,0.9999,1.0847,1.0627,0.8696,0.7605,0.3492,0.271,0.1063,0.0678,0.0455,0.0
ATP1B3,0.9999,1.0561,1.1102,0.9465,0.8462,0.3144,0.2883,0.0736,0.0328,0.03,0.0
ATP2B1,0.9999,1.008,1.0355,0.7478,0.8646,0.3429,0.2709,0.1074,0.0506,0.0214,0.0
ATP2B4,0.9999,1.0305,0.9613,0.7908,0.7694,0.3009,0.1874,0.0848,0.0448,0.021,0.0
ATP5A1,0.9999,1.1806,1.0717,1.0832,0.9199,0.7526,0.8531,0.9285,1.9597,0.7684,0.0
ATP5B,0.9999,1.1767,0.9466,0.9206,0.8618,0.7062,0.7654,0.8977,1.5827,0.7384,0.0
ATP5C1,0.9999,1.095,0.8734,0.6135,0.3975,0.3145,0.4613,0.5856,0.9752,0.4441,0.0
ATP6V1A,0.9999,0.9742,0.9395,0.9054,0.7841,0.5935,0.5304,0.4068,0.1984,0.0343,0.0
ATP6V1B2,0.9999,0.9578,0.958,0.9305,0.8938,0.6674,0.4772,0.386,0.188,0.038,0.0
ATP6V1C1,0.9999,0.9413,0.8512,0.6973,0.3155,0.1571,0.061,0.0386,0.0418,0.0177,0.0
ATP6V1D,0.9999,1.0031,1.0079,0.9143,0.8431,0.8722,0.7816,0.5901,0.4022,0.1579,0.0
ATP6V1E1,0.9999,0.9778,0.9779,0.9095,0.7979,0.5612,0.1413,0.0394,0.029,0.0106,0.0
ATP6V1F,0.9999,1.3761,0.9547,1.0617,0.4781,0.6144,0.4709,0.3113,0.3032,0.0646,0.0
ATP6V1H,0.9999,0.9079,0.8566,0.8212,0.724,0.4712,0.1236,0.0597,0.0485,0.0296,0.0
ATP7B,0.9999,0.9258,0.9231,0.7044,0.3494,0.2065,0.1057,0.0897,0.0421,0.0294,0.0
ATPAF1,0.9999,1.0188,1.0963,1.0453,0.9351,0.606,0.1574,0.0485,0.0318,0.017,0.0
ATPAF2,0.9999,1.0302,1.3195,1.1695,1.0156,1.3997,0.3506,0.3837,0.4654,0.0093,0.0
ATPIF1,0.9999,1.2205,1.3345,1.3482,1.7982,1.2084,1.2127,1.0057,1.0152,0.9824,0.0
ATR,0.9999,0.825,0.7821,0.6198,0.5107,0.2087,0.1276,0.1462,0.0552,0.0652,0.0
ATRX,0.9999,1.0919,1.3006,0.7575,0.6331,0.4668,0.3703,0.4072,0.3398,0.2623,0.0
ATXN10,0.9999,0.9651,1.0104,1.0466,0.7616,0.2712,0.0378,0.036,0.0221,0.0135,0.0
ATXN1L,0.9999,0.8282,0.6999,0.4756,0.2888,0.1092,0.0575,0.0497,0.0284,0.0165,0.0
ATXN2,0.9999,0.7904,0.8327,0.6347,0.6078,0.2686,0.1005,0.0676,0.0444,0.0299,0.0
ATXN2L,0.9999,0.9626,0.9622,0.8361,0.6531,0.3682,0.1603,0.0901,0.058,0.0349,0.0
ATXN3,0.9999,0.8996,0.8693,0.7129,0.2132,0.0648,0.0354,0.0241,0.0141,0.0136,0.0
ATXN7L3B,0.9999,1.02,0.9516,0.9246,0.8286,0.4831,0.3203,0.2577,0.1092,0.0642,0.0
AUH,0.9999,1.0635,1.1057,1.2486,1.0821,0.2165,0.0566,0.0653,0.0333,0.0601,0.0
AURKA,0.9999,0.858,0.896,0.8237,0.7026,0.3805,0.1351,0.09,0.0969,0.0135,0.0
AVL9,0.9999,0.94,0.9233,0.8769,0.7928,0.518,0.2006,0.0419,0.024,0.0125,0.0
AZI2,0.9999,0.8013,0.7437,0.3788,0.0634,0.0,0.0259,0.1237,0.0143,0.0206,0.0
BABAM1,0.9999,0.8556,0.8421,0.7246,0.6786,0.4508,0.484,0.4125,0.1589,0.0777,0.0
BACH1,0.9999,0.9023,0.8988,0.787,0.8512,0.6202,0.5396,0.4726,0.2715,0.2529,0.0
BAG1,0.9999,1.0827,1.0624,0.9843,0.873,0.7258,0.31,0.1579,0.0996,0.0482,0.0
BAG2,0.9999,0.9393,0.8649,0.9883,1.126,1.115,0.8765,0.3603,0.1291,0.0778,0.0
BAG3,0.9999,0.7715,0.7908,0.9332,1.1312,0.7644,0.6859,0.4537,0.2748,0.3999,0.0
BAG4,0.9999,0.9461,0.8549,0.7739,0.5605,0.3642,0.1337,0.0819,0.0895,0.0638,0.0
BAG6,0.9999,0.8532,0.8638,0.597,0.344,0.1104,0.0597,0.0446,0.0367,0.0248,0.0
BAIAP2L1,0.9999,0.9427,0.9283,0.8455,0.7888,0.5669,0.3645,0.2279,0.1293,0.0728,0.0
BANF1,0.9999,1.3289,0.9655,0.9653,0.8683,0.6427,0.2625,0.1516,0.131,0.0512,0.0
BAP1,0.9999,0.8411,0.7325,0.5373,0.3933,0.1986,0.0915,0.08,0.0235,0.0127,0.0
BAX,0.9999,1.1268,1.0639,1.1306,1.1228,0.8441,0.7558,0.619,0.37,0.2616,0.0
BCAP31,0.9999,0.7997,0.8019,0.7343,0.9942,0.6322,1.3039,1.4201,0.7496,0.4831,0.0
BCAR1,0.9999,0.9758,0.6523,0.3763,0.2862,0.2464,0.1678,0.0883,0.0539,0.0064,0.0
BCAS2,0.9999,1.0121,0.9043,1.2268,0.9417,0.3893,0.1672,0.0808,0.0322,0.0274,0.0
BCAS3,0.9999,0.9774,1.0338,0.8986,0.7862,0.4668,0.133,0.0891,0.0422,0.0139,0.0
BCAT1,0.9999,0.9651,0.9243,0.9967,1.0062,0.8404,0.7997,0.7314,0.3994,0.1234,0.0
BCAT2,0.9999,1.1457,1.1198,1.2957,1.382,1.2642,1.1157,0.9857,0.5979,0.3091,0.0
BCCIP,0.9999,0.9311,0.92,0.727,0.4929,0.2111,0.0903,0.0703,0.0276,0.0135,0.0
BCKDHA,0.9999,2.0925,0.8692,0.7788,0.6877,0.3092,0.1558,0.1066,0.0338,0.0395,0.0
BCL10,0.9999,0.8894,0.8249,0.5546,0.2656,0.1237,0.0936,0.0718,0.0622,0.0375,0.0
BCL2L1,0.9999,1.2122,0.8749,0.7263,0.5847,0.4211,0.2354,0.1751,0.117,0.0734,0.0
BCL2L13,0.9999,1.0261,0.9237,0.8234,1.0649,0.5417,0.1633,0.037,0.0263,0.0145,0.0
BCL9L,0.9999,0.8536,0.8987,0.9387,0.8413,0.6258,0.475,0.3601,0.3652,0.2972,0.0
BCR,0.9999,0.7427,0.3877,0.1639,0.0954,0.0587,0.0494,0.0452,0.0264,0.0125,0.0
BECN1,0.9999,0.7756,0.763,0.7229,0.6775,0.3448,0.0432,0.0616,0.0139,0.0043,0.0
BICD2,0.9999,0.977,0.9367,0.7828,0.13,0.0955,0.0708,0.0637,0.0285,0.0194,0.0
BID,0.9999,1.0106,1.0215,0.9127,0.8833,0.6808,0.4907,0.4419,0.288,0.1734,0.0
BIRC6,0.9999,0.9257,0.8869,0.8159,0.567,0.1167,0.0677,0.0558,0.0569,0.0228,0.0
BLMH,0.9999,0.8766,0.8558,0.9236,0.9623,0.8737,0.9512,0.8011,0.5921,0.2536,0.0
BLOC1S1|NA,0.9999,1.0164,1.0638,1.0273,0.9545,0.7931,0.4311,0.15,0.041,0.0116,0.0
BLOC1S2,0.9999,1.0133,0.8798,0.8796,0.9463,0.6457,0.3904,0.151,0.0319,0.0203,0.0
BLOC1S3,0.9999,0.9889,0.951,0.9304,0.9038,0.6787,0.4165,0.2364,0.1035,0.0673,0.0
BLVRA,0.9999,0.9878,1.0273,1.0914,0.9024,0.6281,0.1804,0.0372,0.0282,0.0153,0.0
BLVRB,0.9999,0.9373,0.9814,0.9483,0.6523,0.2674,0.1666,0.127,0.0993,0.0429,0.0
BMP2K,0.9999,0.8796,0.844,0.6656,0.6557,0.3895,0.0848,0.0543,0.0351,0.0302,0.0
BOD1L1,0.9999,0.9599,0.7446,0.8503,0.795,0.5854,0.2869,0.1966,0.1058,0.1257,0.0
BOLA2,0.9999,1.0577,1.022,0.992,0.6861,0.3287,0.1148,0.0636,0.0302,0.0182,0.0
BOLA3,0.9999,1.0756,1.2356,1.3375,1.4991,1.0166,0.9158,0.5265,0.1649,0.1712,0.0
BOP1,0.9999,0.7423,0.4875,0.2367,0.1713,0.0681,0.0466,0.043,0.0258,0.0259,0.0
BPGM,0.9999,1.0968,1.076,1.1123,0.9409,0.8284,0.6223,0.5007,0.2524,0.0527,0.0
BPHL,0.9999,0.9846,1.1709,1.1346,1.1197,0.6122,0.0583,0.0123,0.0086,0.0086,0.0
BPNT1,0.9999,0.8422,0.738,0.6107,0.5852,0.4422,0.357,0.2494,0.1704,0.042,0.0
BPTF,0.9999,0.8393,0.8214,0.3784,0.1156,0.1647,0.0702,0.0716,0.0553,0.0476,0.0
BRAF,0.9999,1.0262,0.9489,0.9464,0.7312,0.2972,0.0882,0.0377,0.0275,0.0071,0.0
BRAP,0.9999,0.9774,0.8828,0.6028,0.3131,0.1803,0.1011,0.0713,0.05,0.0268,0.0
BRAT1,0.9999,0.7998,0.4887,0.3574,0.2363,0.1612,0.1026,0.0756,0.048,0.0385,0.0
BRCA1,0.9999,0.8663,0.582,0.4185,0.3552,0.1758,0.0848,0.0968,0.0,0.0139,0.0
BRCC3,0.9999,0.958,0.9228,0.8717,0.8676,0.6815,0.5452,0.4356,0.3313,0.0585,0.0
BRD8,0.9999,0.8927,0.8371,0.5972,0.5104,0.3816,0.2342,0.13,0.0862,0.0585,0.0
BRE,0.9999,0.9162,0.7115,0.6466,0.6122,0.5558,0.4073,0.3644,0.2011,0.0395,0.0
BRK1,0.9999,1.1168,0.9913,0.9628,0.7793,0.5463,0.3589,0.2873,0.2996,0.0955,0.0
BRMS1,0.9999,0.791,0.7492,0.4942,0.3164,0.1274,0.0811,0.1152,0.0291,0.0294,0.0
BROX,0.9999,1.0373,1.0378,0.926,0.1992,0.0524,0.0221,0.0222,0.0106,0.0052,0.0
BSDC1,0.9999,0.9262,0.9806,0.7445,0.7258,0.3956,0.2676,0.1754,0.0978,0.066,0.0
BSG,0.9999,2.5646,1.0899,0.9304,0.9623,0.3851,0.4094,0.2565,0.1932,0.1046,0.0
BTAF1,0.9999,0.9195,0.9015,0.7245,0.361,0.1231,0.094,0.0821,0.0648,0.0444,0.0
BTF3,0.9999,1.041,1.0357,1.0938,0.8953,0.5824,0.6051,0.7908,1.4586,1.5775,0.0
BTF3L4,0.9999,1.0612,1.0841,1.1257,1.1277,0.6602,0.5023,0.6637,0.7602,0.6534,0.0
BTK,0.9999,0.8877,0.6164,0.1656,0.0877,0.0688,0.0463,0.0414,0.0295,0.0162,0.0
BUB1,0.9999,0.9524,0.6939,0.4812,0.3641,0.2675,0.1465,0.1242,0.0601,0.0296,0.0
BUB1B,0.9999,0.9724,0.8714,0.4907,0.1147,0.072,0.0505,0.0457,0.0314,0.0254,0.0
BUB3,0.9999,1.0237,0.9618,0.8027,0.7209,0.6168,0.4184,0.2569,0.0602,0.0311,0.0
BUD31,0.9999,0.9922,0.9557,0.8708,0.6159,0.2578,0.0791,0.0375,0.021,0.01,0.0
BZW1,0.9999,0.8683,0.8293,0.5308,0.0519,0.0445,0.0355,0.029,0.0252,0.0117,0.0
BZW2,0.9999,0.9303,0.9625,1.0604,0.5869,0.0743,0.0454,0.0405,0.0366,0.0205,0.0
C11orf54,0.9999,0.9009,0.9997,0.9991,0.9748,0.7354,0.6096,0.3994,0.1516,0.082,0.0
C11orf68,0.9999,0.8832,0.9157,1.0425,1.0475,0.3282,0.0822,0.0376,0.0269,0.0215,0.0
C11orf73,0.9999,0.9144,0.9027,1.0539,1.1873,0.6061,0.1377,0.0625,0.0543,0.0279,0.0
C12orf29,0.9999,1.0016,0.9387,0.9059,0.8093,0.7019,0.5159,0.3489,0.0959,0.0155,0.0
C12orf45,0.9999,0.9601,0.8742,0.8946,0.9862,0.7538,0.5694,0.4038,0.3222,0.2003,0.0
C14orf166,0.9999,0.9557,0.9134,0.9164,0.5257,0.2115,0.138,0.0847,0.0397,0.0336,0.0
C15orf40,0.9999,0.9097,0.9324,0.8511,1.0387,0.747,0.5696,0.5421,0.3041,0.2955,0.0
C15orf41,0.9999,0.9566,1.0315,0.9559,0.5509,0.1697,0.1081,0.0433,0.0188,0.0064,0.0
C15orf57,0.9999,0.9317,0.9718,0.7722,0.7593,0.4302,0.2709,0.1431,0.1519,0.1857,0.0
C16orf13,0.9999,0.9975,0.9519,0.9345,0.5092,0.1632,0.0991,0.106,0.0512,0.0281,0.0
C16orf62,0.9999,0.9518,0.9026,0.6919,0.3513,0.0834,0.0609,0.0454,0.0269,0.0149,0.0
C17orf75,0.9999,0.9742,0.9401,0.8425,0.7634,0.4552,0.2056,0.125,0.0729,0.0457,0.0
C18orf25,0.9999,0.982,0.8505,0.6872,0.6081,0.5491,0.401,0.3542,0.3993,0.2314,0.0
C18orf8,0.9999,0.9802,0.9749,0.9302,0.577,0.1413,0.1202,0.1969,0.067,0.0219,0.0
C19orf10,0.9999,1.0517,0.9111,0.9947,1.0692,1.1041,1.0871,1.0648,0.4446,0.0816,0.0
C19orf43,0.9999,0.9543,0.8664,0.7942,0.9982,0.8195,0.6804,0.519,0.4241,0.4155,0.0
C1orf109,0.9999,0.9136,0.9149,0.9062,0.7742,0.5432,0.4747,0.1906,0.0182,0.0069,0.0
C1orf123,0.9999,1.1833,0.9384,1.0267,1.0282,0.6368,0.1518,0.0735,0.0786,0.0523,0.0
C1orf198,0.9999,0.8879,0.7031,0.6256,0.5584,0.4192,0.3152,0.2328,0.169,0.1781,0.0
C1orf50,0.9999,0.874,0.8702,0.8908,0.7886,0.5796,0.4941,0.3784,0.103,0.0361,0.0
C1QBP,0.9999,1.0615,1.0896,1.1139,1.1726,0.1198,0.055,0.0489,0.0144,0.0163,0.0
C21orf33,0.9999,1.1471,1.2626,1.154,1.0871,1.2803,0.7998,0.7073,1.2241,0.5399,0.0
C21orf59|NA,0.9999,0.9252,0.5993,0.1268,0.0853,0.0509,0.0291,0.0164,0.0139,0.0077,0.0
C2CD5,0.9999,0.9445,0.8897,0.8047,0.7105,0.4344,0.1712,0.0977,0.0575,0.0209,0.0
C2orf49,0.9999,0.8907,0.9182,0.7373,0.5335,0.3046,0.2156,0.1402,0.1043,0.101,0.0
C2orf69,0.9999,0.9609,0.9902,0.9039,0.7667,0.5314,0.1633,0.1055,0.0486,0.0163,0.0
C4orf27,0.9999,0.9339,0.5404,0.0725,0.035,0.0846,0.0222,0.0181,0.0153,0.008,0.0
C5orf51,0.9999,1.0557,0.9388,0.8379,0.3315,0.1219,0.0909,0.0659,0.0304,0.0094,0.0
C6orf211,0.9999,1.0794,0.8976,0.6679,0.0901,0.0476,0.0306,0.0205,0.0173,0.0142,0.0
C7orf25,0.9999,0.8775,0.6609,0.2691,0.0327,0.0117,0.0113,0.0185,0.0104,0.0199,0.0
C7orf55,0.9999,1.1446,1.2232,1.2195,1.3675,1.1527,0.9982,0.7034,0.2089,0.0517,0.0
C8orf82,0.9999,1.0497,1.142,1.1416,1.2254,1.023,0.681,0.389,0.0848,0.0353,0.0
C9orf142,0.9999,1.0539,1.0571,1.2934,1.3042,1.2342,0.9629,0.8396,0.6293,0.2411,0.0
C9orf41,0.9999,1.045,1.0809,1.1195,0.9006,0.5004,0.1113,0.0702,0.0563,0.0561,0.0
C9orf64,0.9999,0.9671,0.9537,0.7495,0.2092,0.0944,0.0596,0.0459,0.0304,0.0227,0.0
C9orf78,0.9999,1.0398,0.9937,0.7583,0.5081,0.6746,0.4888,0.348,0.7438,0.3794,0.0
CA1,0.9999,0.9958,1.0437,1.2045,1.0067,0.7875,0.299,0.0392,0.028,0.0179,0.0
CA8,0.9999,0.9276,0.8945,0.9636,0.5372,0.1807,0.1075,0.081,0.0382,0.016,0.0
CAB39,0.9999,0.9881,1.0472,1.1889,1.0242,0.9023,0.6979,0.2286,0.0259,0.0096,0.0
CACYBP,0.9999,1.0189,1.1125,1.0768,0.8274,0.3942,0.0823,0.0426,0.0257,0.013,0.0
CAD,0.9999,0.8745,0.8296,0.5841,0.2334,0.0785,0.0539,0.053,0.0323,0.0222,0.0
CALB1,0.9999,1.0778,1.1074,1.1825,0.9512,0.7412,0.3161,0.1203,0.115,0.133,0.0
CALCOCO1,0.9999,0.9447,0.866,0.6957,0.2955,0.1523,0.0995,0.0633,0.04,0.0155,0.0
CALCOCO2,0.9999,0.9821,1.051,1.0627,0.7269,0.2304,0.0752,0.0537,0.0376,0.0226,0.0
CALM2|CALM1,0.9999,1.1085,1.0967,1.1174,1.0899,0.8886,0.7235,0.5533,0.385,0.1945,0.0
CALR,0.9999,0.9641,0.8516,0.6641,0.2769,0.1581,0.1763,0.1393,0.1311,0.1272,0.0
CALU,0.9999,0.9363,0.8694,0.7869,1.006,0.7512,0.9794,0.8313,0.6028,0.883,0.0
CAMK1,0.9999,0.8548,0.8798,0.882,0.7659,0.275,0.0835,0.0343,0.0265,0.0117,0.0
CAMK2G,0.9999,0.8217,0.6787,0.5313,0.1859,0.0567,0.0534,0.0517,0.0498,0.0462,0.0
CAMKMT,0.9999,1.0354,0.8702,0.4654,0.1446,0.0851,0.0462,0.0267,0.009,0.0067,0.0
CAND1,0.9999,1.0444,1.0207,1.0138,0.9504,0.8335,0.6646,0.3285,0.0509,0.0217,0.0
CAND2,0.9999,1.0218,0.969,0.6948,0.2416,0.1728,0.0901,0.0664,0.0519,0.0167,0.0
CANX,0.9999,0.995,0.779,0.4439,0.3972,0.1857,0.2901,0.1937,0.1228,0.0809,0.0
CAP1,0.9999,0.9248,0.9369,1.0075,0.9871,0.576,0.0452,0.0349,0.0247,0.0176,0.0
CAPG,0.9999,1.0827,1.0429,1.0115,0.5326,0.1072,0.0513,0.026,0.0134,0.0139,0.0
CAPN1,0.9999,0.9772,0.9749,0.884,0.8748,0.7773,0.5869,0.4921,0.2248,0.0215,0.0
CAPN15,0.9999,1.0238,0.9167,0.7015,0.2548,0.1008,0.0894,0.0625,0.0669,0.0357,0.0
CAPN2,0.9999,0.9767,1.0164,1.0379,0.944,0.7512,0.394,0.0987,0.0326,0.019,0.0
CAPN7,0.9999,0.9195,0.944,0.7592,0.1719,0.0155,0.0115,0.0079,0.0099,0.0047,0.0
CAPNS1,0.9999,0.9785,0.9922,0.9671,0.8714,0.7213,0.4681,0.3203,0.1282,0.0201,0.0
CAPRIN1,0.9999,1.0923,1.1147,1.4488,1.6281,2.5734,4.1586,2.6907,1.1891,0.9185,0.0
CAPZA1,0.9999,0.975,0.9674,1.008,0.934,0.5929,0.3286,0.1478,0.0517,0.0344,0.0
CAPZA2,0.9999,1.0595,0.9703,0.9124,0.7929,0.5669,0.2345,0.1206,0.058,0.0199,0.0
CAPZB,0.9999,1.0517,1.0123,0.9951,0.8381,0.6031,0.2475,0.1034,0.0419,0.0243,0.0
CARD11,0.9999,0.9374,0.966,0.5831,0.2952,0.1962,0.1904,0.1269,0.1273,0.0896,0.0
CARHSP1,0.9999,1.2101,1.2231,1.2724,1.1958,0.9033,0.3709,0.169,0.1071,0.0757,0.0
CARM1,0.9999,0.9959,1.0407,1.0042,0.8803,0.8716,0.6133,0.3487,0.0408,0.029,0.0
CARS,0.9999,0.9793,1.0003,1.0496,0.8977,0.7003,0.3925,0.0365,0.0213,0.0126,0.0
CARS2,0.9999,1.107,1.1719,1.1526,1.1829,1.0098,0.7884,0.5842,0.3618,0.0406,0.0
CASC5,0.9999,0.5366,0.2094,0.1108,0.0614,0.0364,0.0263,0.0235,0.0179,0.0106,0.0
CASK,0.9999,1.0691,1.3405,1.2639,1.1565,0.5794,0.2073,0.2485,0.0582,0.0279,0.0
CASP10,0.9999,0.9161,0.8872,0.5617,0.0932,0.0571,0.0354,0.0344,0.026,0.0092,0.0
CASP2,0.9999,0.9598,0.6881,0.3382,0.2213,0.1078,0.0757,0.0545,0.0318,0.0321,0.0
CASP3,0.9999,1.0013,0.9423,0.9115,0.72,0.6622,0.5595,0.5078,0.4024,0.3784,0.0
CASP6,0.9999,1.0502,1.0573,1.0507,0.9583,0.8615,0.6219,0.5175,0.5167,0.3764,0.0
CASP7,0.9999,1.0248,0.9356,0.8153,0.632,0.4953,0.3979,0.2626,0.1562,0.0575,0.0
CASP8,0.9999,0.9198,0.932,0.6497,0.3057,0.2047,0.1087,0.0702,0.0463,0.0152,0.0
CASP9,0.9999,1.0068,0.9245,0.6049,0.2015,0.1209,0.0827,0.0565,0.0453,0.017,0.0
CAST,0.9999,1.0491,1.0546,0.9354,1.0476,0.7855,0.6771,0.6961,0.4781,0.5581,0.0
CAT,0.9999,0.9666,0.9371,0.9772,0.9869,0.8708,0.9117,0.7305,0.5064,0.2369,0.0
CBFA2T3,0.9999,0.6869,0.4722,0.2171,0.1471,0.0751,0.0609,0.0608,0.0313,0.0264,0.0
CBFB,0.9999,1.0326,0.9972,0.7158,0.239,0.0872,0.0465,0.0346,0.018,0.0105,0.0
CBL,0.9999,1.0602,0.9798,0.9492,0.984,0.7296,0.4065,0.1115,0.0396,0.015,0.0
CBLL1,0.9999,1.0799,0.7828,0.5447,0.3705,0.3908,0.2079,0.1344,0.0614,0.0405,0.0
CBR1,0.9999,0.9757,0.9914,1.1236,0.9125,0.7055,0.3263,0.1133,0.0686,0.0263,0.0
CBR4,0.9999,1.2132,1.0625,1.0534,1.2115,1.0828,0.9879,0.9344,0.7196,0.4479,0.0
CBS,0.9999,1.0205,0.9695,1.0316,0.918,0.7581,0.6193,0.3488,0.0438,0.0249,0.0
CBX1,0.9999,0.9979,1.0321,1.2634,1.2168,1.1092,0.7679,0.4578,0.2023,0.168,0.0
CBX5,0.9999,0.9924,1.0476,1.0156,0.5728,0.128,0.0696,0.0476,0.0429,0.0229,0.0
CC2D1A,0.9999,0.9799,0.8556,0.5449,0.1978,0.0909,0.0709,0.0511,0.0339,0.0209,0.0
CC2D1B,0.9999,0.9431,0.8802,0.6572,0.3131,0.0986,0.0673,0.0587,0.0365,0.0322,0.0
CCAR1,0.9999,0.9728,1.053,1.1417,0.6004,0.103,0.0651,0.0652,0.04,0.0295,0.0
CCAR2,0.9999,0.8644,0.6764,0.3401,0.1063,0.0438,0.0221,0.0205,0.0136,0.011,0.0
