Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
NDUFA5,0.9999,1.7684,0.8689,0.7612,1.7617,2.9159,2.4328,1.3712,0.9463,0.1029,0.0
NDUFA6,0.9999,1.0089,0.5534,0.2128,0.074,0.0331,0.0122,0.0088,0.0118,0.0021,0.0
NDUFAB1,0.9999,1.3824,1.1112,1.5796,1.8991,1.8756,1.1382,0.9349,0.8751,0.309,0.0
NDUFAF3,0.9999,1.2512,0.95,0.9322,0.789,1.2411,1.1977,0.4826,0.0916,0.0146,0.0
NDUFAF5,0.9999,1.2444,1.2445,1.0836,1.0224,1.0516,0.7974,0.1687,0.0,0.0064,0.0
NDUFAF7,0.9999,1.2127,0.8794,0.639,0.1889,0.1242,0.0713,0.0394,0.0355,0.0173,0.0
NDUFS1,0.9999,0.7929,0.6039,0.717,1.57,0.945,0.3323,0.4533,0.0941,0.0685,0.0
NDUFS3,0.9999,0.9146,0.6407,0.7339,1.2418,1.5705,1.1767,0.7216,0.0336,0.0088,0.0
NDUFS4,0.9999,1.1641,0.9548,1.3475,3.967,5.889,4.95,4.5582,5.0065,4.076,0.0
NDUFS6,0.9999,1.1251,0.9476,1.1595,3.6114,4.8506,3.8275,3.3872,5.4719,4.6932,0.0
NDUFV1,0.9999,0.7877,0.7215,1.0276,3.0589,2.5999,0.3154,0.2315,0.0254,0.0543,0.0
NDUFV2,0.9999,1.0109,0.9374,1.1112,1.7429,1.9744,0.611,0.4166,0.2966,0.108,0.0
NEBL,0.9999,0.9955,0.9891,0.9395,0.7662,0.6628,0.5169,0.4126,0.4375,0.3525,0.0
NECAP2,0.9999,0.9263,1.0103,0.8429,0.7835,0.371,0.1423,0.0849,0.0825,0.0386,0.0
NEDD1,0.9999,0.8531,1.0298,0.7579,0.7672,0.5357,0.2081,0.1053,0.043,0.0221,0.0
NEDD4,0.9999,1.0854,1.0551,0.9232,0.4348,0.1132,0.0886,0.0556,0.0551,0.0455,0.0
NEDD4L,0.9999,1.2847,0.9553,0.5837,0.2274,0.1011,0.052,0.0509,0.0203,0.0075,0.0
NEK7,0.9999,0.8942,0.837,0.9132,0.4147,0.0329,0.0,0.0074,0.0,0.0295,0.0
NEK9,0.9999,0.979,1.0315,0.8768,0.5232,0.1365,0.043,0.0407,0.0253,0.003,0.0
NELFB,0.9999,0.8859,0.7922,0.5509,0.1884,0.0537,0.0349,0.0255,0.0196,0.0054,0.0
NELFE,0.9999,0.8758,0.7883,0.4936,0.2262,0.1355,0.0854,0.077,0.0805,0.0608,0.0
NEMF,0.9999,0.9959,0.8604,0.3747,0.2186,0.1717,0.0703,0.0394,0.053,0.0062,0.0
NES,0.9999,0.8538,0.836,0.6634,0.9008,0.4531,0.5757,0.3939,0.188,0.0984,0.0
NEU1,0.9999,0.831,0.7791,0.8742,0.8058,0.507,0.3343,0.2308,0.0681,0.0356,0.0
NF1,0.9999,0.962,0.9759,0.6449,0.2715,0.1282,0.0913,0.0745,0.0428,0.0156,0.0
NFATC3,0.9999,0.8523,0.7565,0.3268,0.0872,0.0222,0.0105,0.0273,0.0,0.0027,0.0
NFE2,0.9999,0.9672,0.81,0.5422,0.4364,0.1538,0.1348,0.1042,0.0634,0.0241,0.0
NFIC,0.9999,0.9828,0.8482,0.7128,0.7564,0.5339,0.4334,0.3773,0.3026,0.215,0.0
NFKB2,0.9999,0.8747,0.5976,0.2099,0.0784,0.0547,0.0651,0.0315,0.0276,0.028,0.0
NFKBIB,0.9999,0.8763,0.8636,0.6434,0.4343,0.1591,0.0887,0.062,0.0738,0.0436,0.0
NFKBIE,0.9999,1.0324,0.9542,0.7979,0.4817,0.2237,0.2043,0.154,0.1817,0.1572,0.0
NFS1,0.9999,0.9698,0.9792,1.0811,1.2326,0.8713,0.3618,0.2165,0.1142,0.0482,0.0
NFU1,0.9999,0.9301,0.7851,1.3351,1.4774,1.0723,0.4768,0.3513,0.3033,0.1478,0.0
NFX1,0.9999,0.9323,0.8247,0.5758,0.4586,0.1894,0.0953,0.0749,0.0815,0.036,0.0
NFYA,0.9999,0.8807,0.9218,0.8053,0.8835,0.6317,0.699,0.3493,0.4391,0.3362,0.0
NFYB,0.9999,0.709,0.6573,0.6361,0.6734,0.4127,0.2696,0.1607,0.0582,0.0419,0.0
NGLY1,0.9999,0.9879,0.8288,0.4453,0.1811,0.1128,0.0601,0.0405,0.0452,0.0172,0.0
NHLRC2,0.9999,1.1151,0.9855,0.9334,0.6816,0.2426,0.1357,0.1146,0.1442,0.036,0.0
NHP2L1,0.9999,0.9976,0.9271,0.8276,0.6518,0.4668,0.4847,0.3838,0.2243,0.1218,0.0
NIF3L1,0.9999,1.07,0.9829,1.0182,0.9975,0.8259,0.8418,0.7686,0.8023,0.5855,0.0
NIPSNAP1,0.9999,1.3798,1.0763,1.3535,1.3501,1.5033,1.5095,0.9156,0.1286,0.0376,0.0
NIPSNAP3A,0.9999,1.1959,0.9616,1.0664,1.2606,1.1192,1.1476,1.0107,1.3164,1.4258,0.0
NIPSNAP3B,0.9999,0.8096,0.5991,0.5139,0.5631,0.3955,0.3335,0.3,0.2738,0.2295,0.0
NISCH,0.9999,1.1154,1.1845,0.761,0.3616,0.029,0.0179,0.0169,0.0128,0.0121,0.0
NIT1,0.9999,1.1215,0.9972,0.9036,0.8614,0.7776,0.7158,0.6236,0.6801,0.4404,0.0
NIT2,0.9999,1.0276,1.0436,1.0189,0.9456,0.7405,0.3721,0.0832,0.0306,0.0028,0.0
NLE1,0.9999,0.8563,0.8683,0.7698,0.7347,0.5349,0.3666,0.2732,0.2103,0.084,0.0
NLN,0.9999,0.9211,0.93,0.9847,0.9061,0.7102,0.5123,0.3405,0.0558,0.0165,0.0
NLRP2,0.9999,0.8407,0.6882,0.3035,0.0827,0.0701,0.029,0.0062,0.0071,0.0091,0.0
NMD3,0.9999,0.9049,0.7974,0.6462,0.3296,0.1749,0.0907,0.033,0.043,0.0129,0.0
NME1,0.9999,1.1064,0.5165,0.9016,0.9219,0.6016,0.5148,0.4686,0.3107,0.5507,0.0
NME2P1,0.9999,0.67,0.6033,0.8713,1.2554,0.859,0.7469,0.9423,1.4275,1.0029,0.0
NME3,0.9999,0.8454,0.8341,0.813,1.1217,0.7667,0.8057,0.7035,0.9482,0.8637,0.0
NME6,0.9999,0.9857,0.8199,1.0028,1.0403,0.7334,0.7514,0.6675,0.5289,0.2198,0.0
NME7,0.9999,0.7091,0.4466,0.1933,0.0848,0.0781,0.0551,0.0033,0.0261,0.0168,0.0
NMI,0.9999,0.9053,0.8613,0.9852,1.0693,0.8846,0.6152,0.2378,0.0307,0.0145,0.0
NMNAT3,0.9999,0.8896,0.8782,0.9634,0.6995,0.3081,0.116,0.113,0.1227,0.0554,0.0
NMRAL1,0.9999,0.8829,0.8104,0.7558,0.2953,0.1033,0.0617,0.0453,0.0424,0.0319,0.0
NMT1,0.9999,1.0371,1.0557,0.8411,0.4924,0.2882,0.0898,0.0752,0.0668,0.0763,0.0
NNMT,0.9999,1.0252,1.0019,0.9286,0.7235,0.3852,0.1089,0.0719,0.0567,0.0565,0.0
NOL11,0.9999,0.8152,0.8893,1.681,2.6548,1.5048,0.5078,0.2553,0.1765,0.0683,0.0
NOL7,0.9999,0.8408,0.916,0.8244,0.7989,0.7946,0.853,0.4973,0.1984,0.1555,0.0
NOLC1,0.9999,0.9034,1.1333,1.2171,1.2271,1.5239,1.4325,1.8034,2.5426,4.0392,0.0
NONO,0.9999,0.9634,0.7746,0.2142,0.1141,0.0722,0.0552,0.0386,0.0339,0.0205,0.0
NOP10,0.9999,0.7492,0.8034,0.619,0.6402,0.554,0.5076,0.48,0.3664,0.3182,0.0
NOP14,0.9999,0.9239,0.9459,0.2748,0.1469,0.0891,0.056,0.0729,0.0453,0.0389,0.0
NOP16,0.9999,1.0095,1.2834,0.7608,0.7832,0.342,0.2175,0.0,0.193,0.282,0.0
NOS1AP|NA,0.9999,0.9119,0.9331,0.8029,0.2495,0.1264,0.137,0.1547,0.0937,0.145,0.0
NOSIP,0.9999,0.988,0.7734,0.2482,0.0048,0.0064,0.0021,0.0097,0.0149,0.0039,0.0
NPC2,0.9999,1.012,0.8018,1.0219,1.0302,0.8727,0.8439,0.7078,0.9144,0.6777,0.0
NPEPPS,0.9999,0.9927,1.0006,0.8965,0.5808,0.3219,0.0888,0.0464,0.0198,0.0078,0.0
NPLOC4,0.9999,0.9462,0.8886,0.8312,0.8281,0.4622,0.1048,0.0638,0.0351,0.0281,0.0
NPM1,0.9999,0.993,0.9204,1.0238,1.0019,0.8097,0.7282,0.5218,0.571,0.3625,0.0
NPM3,0.9999,1.0234,0.9784,0.8175,0.7298,0.6277,0.6181,0.5648,0.4368,0.3143,0.0
NQO1,0.9999,1.0194,0.9651,0.921,0.6153,0.2531,0.0784,0.0685,0.0476,0.0245,0.0
NQO2,0.9999,1.0416,1.0083,0.9743,0.9496,0.9402,0.8079,0.71,0.9395,0.731,0.0
NR2C2AP,0.9999,0.8254,0.9143,0.8876,0.7548,0.5136,0.1403,0.1174,0.0594,0.018,0.0
NR3C1,0.9999,0.6764,0.4356,0.2373,0.1768,0.127,0.0809,0.058,0.0283,0.0101,0.0
NRAS,0.9999,1.155,1.2447,1.0307,0.893,0.7909,0.7373,0.5267,0.3712,0.1021,0.0
NRBP1,0.9999,1.1877,0.8223,0.8805,0.8056,0.5147,0.2322,0.1059,0.0325,0.0129,0.0
NRD1,0.9999,1.1035,1.0529,0.6361,0.2675,0.1082,0.0487,0.0411,0.0211,0.0085,0.0
NSF,0.9999,1.0636,1.3285,1.3012,0.686,0.2022,0.0866,0.0441,0.0088,0.0058,0.0
NSFL1C,0.9999,1.1109,1.1531,0.8732,0.6494,0.3248,0.1364,0.0683,0.0943,0.0403,0.0
NSMAF,0.9999,0.9946,0.927,0.9459,0.7833,0.3776,0.0768,0.0407,0.0383,0.0237,0.0
NSMCE1,0.9999,0.859,0.7318,0.7313,0.5133,0.1779,0.1474,0.0915,0.0245,0.03,0.0
NSMCE2,0.9999,0.9187,0.9306,0.7198,0.4758,0.1355,0.0783,0.0632,0.0497,0.0494,0.0
NSRP1,0.9999,0.9986,1.0107,0.8144,0.5973,0.3955,0.2907,0.2098,0.1815,0.2077,0.0
NSUN2,0.9999,0.8921,0.7084,0.3384,0.199,0.1263,0.0741,0.0614,0.0257,0.0125,0.0
NSUN4,0.9999,1.0318,0.969,0.839,0.6508,0.2981,0.1742,0.161,0.1074,0.035,0.0
NSUN5,0.9999,1.0213,0.7963,0.4225,0.3334,0.3478,0.3648,0.2351,0.1457,0.0617,0.0
NSUN6,0.9999,0.9645,0.8556,0.8461,0.6605,0.3551,0.1241,0.0724,0.056,0.0341,0.0
NT5C,0.9999,0.9997,0.9467,0.8778,0.8301,0.6481,0.5982,0.5017,0.3585,0.0127,0.0
NT5C2,0.9999,0.9036,0.958,1.0399,1.0043,0.8079,0.7484,0.4895,0.0655,0.0095,0.0
NT5C3A,0.9999,0.9429,0.9567,0.6294,0.352,0.1789,0.1327,0.0813,0.077,0.0289,0.0
NT5C3B,0.9999,1.0298,1.0472,0.8787,0.5129,0.0705,0.0567,0.0529,0.0674,0.0198,0.0
NT5DC1,0.9999,0.9884,0.9429,1.0968,1.013,0.8396,0.5147,0.1936,0.0217,0.0171,0.0
NT5DC2,0.9999,1.126,0.9217,1.1845,1.4149,1.1937,0.7206,0.2914,0.1428,0.1082,0.0
NTAN1,0.9999,0.9435,0.8708,0.616,0.4547,0.1936,0.1635,0.0993,0.0671,0.0291,0.0
NTMT1,0.9999,1.005,0.9715,0.8975,0.3803,0.1402,0.08,0.085,0.0688,0.0447,0.0
NTPCR,0.9999,0.752,0.6317,0.7541,0.7621,0.4161,0.2008,0.1413,0.0811,0.0212,0.0
NUBP1,0.9999,1.1406,1.0459,0.9999,0.7484,0.4105,0.0988,0.0292,0.0202,0.0077,0.0
NUBP2,0.9999,1.0041,0.8739,0.7752,0.5241,0.2343,0.0948,0.0451,0.0151,0.0022,0.0
NUCB1,0.9999,0.9344,1.0391,1.0893,0.7765,0.7284,0.6519,0.585,1.2582,1.0364,0.0
NUCKS1,0.9999,1.6202,1.8024,1.4747,1.6476,2.8085,1.2219,0.7458,0.6794,0.5275,0.0
NUDC,0.9999,0.9879,0.9812,0.9488,0.6594,0.2666,0.048,0.0242,0.0177,0.0087,0.0
NUDCD1,0.9999,0.924,0.9288,0.933,0.7181,0.4053,0.1033,0.0474,0.0286,0.0108,0.0
NUDCD2,0.9999,1.0115,0.8699,0.4512,0.1295,0.1141,0.0565,0.0428,0.022,0.0224,0.0
NUDT12,0.9999,1.0499,1.2815,1.0877,0.9188,0.1883,0.0176,0.0271,0.0522,0.003,0.0
NUDT16,0.9999,0.734,0.7372,0.7975,1.0168,0.7493,0.7457,0.6773,0.7695,0.9387,0.0
NUDT21,0.9999,0.9543,0.8559,0.854,0.8426,0.7294,0.4729,0.1332,0.0328,0.0138,0.0
NUDT3,0.9999,0.9765,1.0032,1.0537,0.8961,0.8699,0.677,0.3585,0.0688,0.0143,0.0
NUDT5,0.9999,0.8857,0.8414,0.8772,0.8658,0.7492,0.7231,0.5881,0.7047,0.786,0.0
NUDT9,0.9999,1.0301,0.9613,0.9279,0.5958,0.21,0.0831,0.0755,0.0428,0.0493,0.0
NUF2,0.9999,0.883,0.673,0.0782,0.0524,0.0388,0.0227,0.0209,0.0081,0.0027,0.0
NUFIP2,0.9999,0.9519,0.8626,0.6537,0.5121,0.5797,0.3961,0.1405,0.1828,0.1963,0.0
NUMA1,0.9999,0.9286,0.702,0.4032,0.2362,0.0609,0.0342,0.0321,0.0273,0.0177,0.0
NUP107,0.9999,0.8494,0.7705,0.7102,0.434,0.1237,0.0734,0.0534,0.0541,0.0172,0.0
NUP133,0.9999,0.9107,0.8625,0.5781,0.3142,0.0469,0.0301,0.0793,0.0175,0.0152,0.0
NUP153,0.9999,0.9574,1.0624,0.9471,1.1653,0.6666,0.5203,0.2274,0.0964,0.0449,0.0
NUP155,0.9999,0.9219,0.6844,0.4264,0.2452,0.0696,0.04,0.0343,0.0207,0.0123,0.0
NUP160,0.9999,0.8938,0.9813,0.789,0.5495,0.2409,0.0988,0.0695,0.0423,0.014,0.0
NUP188,0.9999,0.9443,0.9244,0.4834,0.2213,0.1367,0.0696,0.059,0.0967,0.07,0.0
NUP205,0.9999,1.0228,1.085,0.7022,0.2674,0.0905,0.0591,0.058,0.0366,0.019,0.0
NUP214,0.9999,0.814,0.6859,0.4386,0.2446,0.0853,0.0459,0.0437,0.023,0.0141,0.0
NUP37,0.9999,1.033,0.9969,0.9379,0.7889,0.6741,0.4966,0.2243,0.0359,0.0176,0.0
NUP43,0.9999,0.8993,0.8093,0.7543,0.7624,0.441,0.3537,0.3322,0.1605,0.0238,0.0
NUP50,0.9999,0.9686,1.0984,1.208,1.8362,1.2649,0.5271,0.2335,0.1281,0.0828,0.0
NUP54,0.9999,0.9179,0.9457,0.7093,0.1383,0.0423,0.0157,0.0142,0.0047,0.0058,0.0
NUP62,0.9999,0.8613,0.8061,0.5615,0.2913,0.1312,0.0812,0.0474,0.0754,0.075,0.0
NUP85,0.9999,0.8888,0.8809,0.8714,0.7653,0.5388,0.2206,0.097,0.0356,0.0203,0.0
NUP93,0.9999,0.9539,0.8011,0.3911,0.1363,0.0544,0.0443,0.0363,0.0397,0.0097,0.0
NUP98,0.9999,0.779,0.7056,0.2962,0.1234,0.0278,0.0132,0.0273,0.0225,0.0031,0.0
NUPL1,0.9999,0.8434,0.9325,0.9336,0.9628,0.4307,0.1956,0.1096,0.0773,0.0687,0.0
NUSAP1,0.9999,0.9761,0.9033,0.752,0.3653,0.1496,0.1179,0.0677,0.0584,0.0317,0.0
NUTF2,0.9999,0.9722,1.0424,0.9672,1.0781,0.8838,0.879,0.7817,0.7813,0.4336,0.0
OARD1,0.9999,0.9715,0.8293,0.4904,0.1769,0.0992,0.0688,0.0579,0.0305,0.028,0.0
OAT,0.9999,1.1683,1.0531,1.353,1.529,0.9094,0.1609,0.084,0.0557,0.0174,0.0
OCRL,0.9999,0.976,0.9023,0.8746,0.5993,0.1678,0.0781,0.0903,0.0394,0.0256,0.0
OGDH,0.9999,1.1847,1.0704,1.1577,0.9111,0.2649,0.2018,0.0997,0.1021,0.0462,0.0
OGFOD1,0.9999,0.911,0.8832,0.7192,0.5678,0.4208,0.2775,0.1897,0.0927,0.0191,0.0
OGFOD2,0.9999,0.8353,0.7965,0.6361,0.3864,0.2278,0.0821,0.0783,0.0597,0.0294,0.0
OGFR,0.9999,0.9456,0.6474,0.175,0.0528,0.0384,0.0272,0.0165,0.0011,0.0037,0.0
OGT,0.9999,0.9937,0.9817,0.8207,0.4883,0.0989,0.0447,0.0469,0.0358,0.0064,0.0
OIP5,0.9999,0.9517,1.0007,0.953,0.7537,0.4064,0.1107,0.0756,0.0605,0.0403,0.0
OLA1,0.9999,0.9289,0.9644,1.022,0.9133,0.2337,0.0372,0.0234,0.019,0.0036,0.0
OPLAH,0.9999,1.1001,1.123,0.9963,0.8865,0.3958,0.1573,0.1271,0.0981,0.0589,0.0
OPTN,0.9999,0.776,0.6124,0.4105,0.319,0.2568,0.0989,0.1055,0.09,0.0486,0.0
ORC2,0.9999,1.0379,0.8816,0.2998,0.1281,0.1011,0.0925,0.062,0.0542,0.0288,0.0
ORC3,0.9999,1.0068,0.8123,0.3439,0.163,0.104,0.0455,0.0434,0.0073,0.0134,0.0
ORC4|ORC4L,0.9999,0.6984,0.5122,0.3013,0.1547,0.0867,0.0629,0.0709,0.0515,0.0406,0.0
ORC5,0.9999,0.9257,0.7648,0.1887,0.0403,0.0354,0.0227,0.014,0.0106,0.0013,0.0
OSBP,0.9999,0.9862,1.0283,1.0521,0.9348,0.37,0.0564,0.0519,0.0259,0.0079,0.0
OSBPL3,0.9999,0.9111,0.5774,0.2753,0.2585,0.1612,0.1622,0.1056,0.1025,0.0677,0.0
OSBPL9,0.9999,0.8789,0.647,0.303,0.2015,0.1669,0.0673,0.0759,0.0315,0.0286,0.0
OSGEP,0.9999,0.8603,1.0036,0.8865,0.7691,0.6639,0.4955,0.3351,0.1093,0.0317,0.0
OSTF1,0.9999,1.0204,0.9499,0.5928,0.2852,0.1135,0.0756,0.0318,0.0427,0.0224,0.0
OTUB1,0.9999,1.1975,1.2897,1.0142,0.5579,0.3832,0.0551,0.0262,0.0301,0.0162,0.0
OTUD5,0.9999,0.8157,0.9946,1.0413,0.9261,0.6067,0.4627,0.3856,0.3277,0.2011,0.0
OTUD6B,0.9999,1.0197,0.8791,0.5437,0.171,0.1295,0.0853,0.0717,0.0477,0.0114,0.0
OTUD7B,0.9999,0.9609,0.9125,0.5406,0.0405,0.0316,0.0485,0.0295,0.0102,0.0087,0.0
OTULIN,0.9999,1.1067,1.0608,0.7699,0.1761,0.135,0.094,0.0481,0.0648,0.0094,0.0
OXCT1,0.9999,1.0863,0.924,1.1239,1.0502,0.5843,0.0859,0.0557,0.0525,0.0231,0.0
OXLD1,0.9999,0.8355,0.8894,0.6653,0.7544,0.5885,0.4442,0.3161,0.3067,0.1582,0.0
OXNAD1,0.9999,1.1267,0.9803,1.2641,1.1821,0.6752,0.1642,0.037,0.045,0.0315,0.0
OXR1,0.9999,1.0075,1.0921,0.9882,1.003,0.4413,0.15,0.0759,0.0669,0.0061,0.0
OXSM,0.9999,0.9762,0.9294,0.8684,0.8675,0.8557,0.8479,0.877,0.9144,0.9281,0.0
OXSR1,0.9999,0.9229,0.7869,0.5511,0.0953,0.0473,0.0325,0.0257,0.0206,0.0103,0.0
P4HA1,0.9999,0.8731,0.6217,0.2614,0.2496,0.2106,0.1448,0.0556,0.0877,0.0242,0.0
P4HB,0.9999,0.9666,0.9924,1.124,1.2139,1.2588,1.1768,0.5467,0.4461,0.4081,0.0
PA2G4,0.9999,0.9346,0.8403,0.6091,0.2686,0.0866,0.0492,0.0358,0.0392,0.0103,0.0
PAAF1,0.9999,0.9521,1.0098,0.9141,0.7548,0.4253,0.4039,0.3647,0.1109,0.009,0.0
PABPC1,0.9999,1.0423,1.1026,0.9535,0.5383,0.16,0.0651,0.0553,0.0474,0.0283,0.0
PABPC4,0.9999,1.0242,1.101,0.9599,0.425,0.0758,0.0261,0.0238,0.0144,0.028,0.0
PABPN1,0.9999,0.8647,0.8193,0.825,0.8925,0.3573,0.2661,0.1904,0.0732,0.0402,0.0
PACS1,0.9999,0.9691,1.0622,0.7013,0.538,0.2674,0.0935,0.075,0.0565,0.0463,0.0
PACSIN2,0.9999,1.0144,1.0172,0.5676,0.0763,0.0548,0.0294,0.0181,0.0122,0.0046,0.0
PAF1,0.9999,0.8851,0.6883,0.1815,0.114,0.0767,0.0593,0.0647,0.024,0.0046,0.0
PAFAH1B1,0.9999,0.9488,0.8818,0.8712,0.8805,0.6291,0.7012,0.5849,0.3808,0.1203,0.0
PAFAH1B2,0.9999,1.019,0.9149,0.6784,0.2757,0.0907,0.0362,0.0367,0.0416,0.0282,0.0
PAFAH1B3,0.9999,1.0872,0.9684,0.6994,0.4037,0.2288,0.1013,0.0563,0.0396,0.0169,0.0
PAGE5,0.9999,0.8596,0.8244,0.8152,0.968,0.5324,0.2897,0.2085,0.1683,0.0398,0.0
PAICS,0.9999,0.9766,1.1014,1.0666,1.0763,0.9835,0.9915,0.7996,0.9051,0.8732,0.0
PAIP1,0.9999,1.0042,1.0387,1.0298,0.8061,0.4119,0.103,0.0716,0.0416,0.0164,0.0
PAK1IP1,0.9999,0.8418,1.1216,1.2727,1.3746,0.8601,0.9199,0.5145,0.2379,0.048,0.0
PAK2,0.9999,1.0815,1.0163,0.9672,0.8811,0.7764,0.4792,0.1614,0.0574,0.0276,0.0
PAK4,0.9999,0.9735,0.9315,0.8028,0.4806,0.1871,0.1018,0.0856,0.0268,0.0261,0.0
PALLD,0.9999,1.3779,0.7897,0.8593,0.7994,0.3574,0.2735,0.1017,0.1862,0.0463,0.0
PAN2,0.9999,0.9111,0.8156,0.3597,0.1908,0.0898,0.0823,0.0701,0.049,0.0004,0.0
PANK2,0.9999,0.8329,0.8007,1.0154,1.0255,0.667,0.2659,0.0543,0.0106,0.0189,0.0
PANK4,0.9999,0.9824,0.9204,0.8218,0.4951,0.1656,0.1126,0.0629,0.0413,0.0051,0.0
PAPOLA,0.9999,0.9692,1.0166,1.0041,0.6677,0.2536,0.0386,0.0253,0.0047,0.0012,0.0
PAPSS1,0.9999,1.0136,1.009,1.0214,0.8972,0.648,0.0807,0.0549,0.0235,0.0112,0.0
PARG,0.9999,0.9798,0.9499,0.6507,0.1804,0.1114,0.1059,0.065,0.065,0.0425,0.0
PARK7,0.9999,0.9725,0.9573,1.0745,1.0128,0.809,0.5381,0.2663,0.1299,0.0468,0.0
PARN,0.9999,1.0912,1.4632,1.4219,0.6406,0.1554,0.0584,0.0438,0.0328,0.0138,0.0
PARP1,0.9999,1.0297,0.9169,0.5114,0.0806,0.0423,0.0294,0.0275,0.0219,0.0118,0.0
PARS2,0.9999,1.1747,1.0515,1.0111,0.9549,0.6484,0.5443,0.3913,0.0752,0.021,0.0
PARVB,0.9999,0.882,0.8137,0.5947,0.3048,0.0836,0.0337,0.0348,0.0309,0.0064,0.0
PASK,0.9999,0.8439,0.6781,0.6695,0.6596,0.228,0.0939,0.0633,0.1145,0.0231,0.0
PAXBP1,0.9999,0.7777,0.3056,0.1727,0.1444,0.0862,0.085,0.0534,0.0459,0.022,0.0
PBDC1,0.9999,0.9467,0.8412,0.7413,0.4556,0.1803,0.0409,0.03,0.0194,0.0113,0.0
PBK,0.9999,0.8864,0.7551,0.3857,0.1143,0.0926,0.0305,0.0313,0.0233,0.0079,0.0
PBX2,0.9999,0.8212,0.8591,0.5105,0.2198,0.0721,0.058,0.0278,0.0298,0.0389,0.0
PC,0.9999,1.1942,1.0428,0.9427,0.4283,0.1686,0.1109,0.0715,0.0471,0.0182,0.0
PCBD1,0.9999,1.0648,1.113,1.0331,1.0815,0.9535,0.8544,0.7415,0.8862,0.7223,0.0
PCBD2,0.9999,1.1966,1.3561,0.7293,0.3794,0.4851,0.4829,0.1457,0.1764,0.0879,0.0
PCBP1,0.9999,0.8868,0.8719,0.6532,0.3015,0.1209,0.0506,0.0299,0.0175,0.0067,0.0
PCCA,0.9999,1.5105,1.0794,1.2621,1.4169,0.4873,0.1409,0.1015,0.0722,0.0279,0.0
PCCB,0.9999,1.083,0.8895,0.8767,0.9785,0.9331,0.5392,0.2071,0.108,0.0272,0.0
PCF11,0.9999,0.8962,0.5015,0.2232,0.1614,0.1249,0.0664,0.0511,0.0408,0.0301,0.0
PCID2,0.9999,0.8668,0.7024,0.3156,0.1471,0.0897,0.0554,0.0559,0.0412,0.0366,0.0
PCIF1,0.9999,0.9838,1.0161,0.7074,0.1701,0.0946,0.0472,0.0304,0.0275,0.0188,0.0
PCK2,0.9999,1.1392,0.9989,1.0552,0.953,0.5897,0.1509,0.0921,0.0578,0.0448,0.0
PCM1,0.9999,0.9093,0.9254,0.6729,0.6229,0.3813,0.242,0.1425,0.1163,0.084,0.0
PCMT1,0.9999,0.9461,0.9761,1.0237,0.9388,0.6286,0.0838,0.0492,0.0406,0.0181,0.0
PCNA,0.9999,0.9858,0.9901,1.0727,1.0187,0.825,0.5116,0.2612,0.0745,0.0153,0.0
PCNP,0.9999,0.9438,1.0139,0.8676,0.8114,0.8348,0.6529,0.5611,0.5439,0.451,0.0
PCNT,0.9999,0.8573,0.6701,0.5195,0.5468,0.3654,0.2248,0.1797,0.2694,0.1099,0.0
PCTP,0.9999,0.9673,0.9496,0.9078,0.6904,0.4102,0.1116,0.0443,0.0291,0.0207,0.0
PCYT1A,0.9999,0.9461,0.8909,0.851,0.7109,0.3264,0.0688,0.0301,0.0274,0.0078,0.0
PCYT2,0.9999,1.1879,1.1144,1.0022,0.7672,0.7286,0.4911,0.1565,0.0425,0.0202,0.0
PDAP1,0.9999,1.0386,1.3986,1.4017,1.3866,2.1578,2.5928,2.361,2.6355,2.7125,0.0
PDCD10,0.9999,0.9409,0.8548,0.6528,0.3602,0.1881,0.0825,0.0581,0.0331,0.0099,0.0
PDCD2L,0.9999,1.0108,0.9004,0.7337,0.3123,0.0958,0.0439,0.0343,0.0398,0.0253,0.0
PDCD4,0.9999,0.974,1.0174,1.1727,0.6751,0.2178,0.1419,0.0756,0.0585,0.0046,0.0
PDCD5,0.9999,1.2125,1.3265,1.373,1.5106,1.0713,0.8925,0.8365,1.2729,1.1078,0.0
PDCD6,0.9999,1.0418,1.0966,0.8379,0.3288,0.1526,0.0386,0.0416,0.0314,0.0414,0.0
PDCD6IP,0.9999,0.9231,0.948,0.5891,0.0898,0.0527,0.0362,0.0288,0.0211,0.0093,0.0
PDCL,0.9999,0.9821,1.0712,0.85,0.7816,0.3264,0.1401,0.0573,0.0283,0.0132,0.0
PDCL3,0.9999,1.0759,1.1515,0.9267,0.9858,0.6105,0.3279,0.1409,0.0653,0.0542,0.0
PDDC1,0.9999,1.1108,0.9709,0.7982,0.8247,0.7685,0.544,0.3096,0.184,0.0918,0.0
PDE12,0.9999,1.043,1.0458,0.9181,0.7402,0.4449,0.0918,0.0485,0.0709,0.0497,0.0
PDE6H|MYL6,0.9999,0.8927,0.8605,0.8548,0.6814,0.2988,0.182,0.1009,0.1088,0.0609,0.0
PDF,0.9999,0.9339,0.8265,1.181,1.7853,1.7973,1.3118,0.9024,0.526,0.1738,0.0
PDHA1,0.9999,1.183,0.9464,1.2898,1.3032,0.3559,0.1801,0.0951,0.0577,0.0092,0.0
PDHB,0.9999,1.3689,1.1657,1.4901,1.7226,0.529,0.2433,0.1097,0.0825,0.0341,0.0
